job_id,model_id,model_label,family,tier,specialty,topic_index,condition,rep,reasoning_mode,target_position,provider,reasoning_tokens,temperature,negative_stem,none_of_the_above,all_of_the_above,combination_options,fill_in_blank,true_false_stem,longest_option_key,option_length_outlier,absolute_terms,vague_terms,clang_cue,grammatical_cue,nonparallel_options,numeric_not_ordered,numeric_units_inconsistent,overlapping_options,options_not_alphabetical,n_flaws,n_options,key,stem_words,key_chars,mean_distractor_chars,detector_version
c9d8045b9645,x-ai/grok-4.6,Grok 4.6,commercial,flagship,internal_medicine,3,guided2,0,off,,xAI,2093,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,53,13,10.2,1.2
1c8f4eca89b2,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,internal_medicine,11,guided2,0,off,,SiliconFlow,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,B,59,37,35.2,1.2
9d336db1f781,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,commercial,flagship,internal_medicine,11,guided2,0,off,,Google,1948,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,88,13,11.8,1.2
b4ebb70a7aea,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,neurology,22,guided2,0,off,,Claude Platform on AWS,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,92,55,41,1.2
63a787de807a,openai/gpt-5.6-terra,GPT-5.6 Terra,commercial,base,obstetrics_gynecology,23,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,41,27,29,1.2
77892fe9d365,openai/gpt-6-astra,GPT-6 Astra,commercial,flagship,internal_medicine,22,guided2,0,off,,OpenAI,782,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,70,41,47.5,1.2
efd4bb41a497,mistralai/mistral-small-2603,Mistral Small 2603,open,base,surgery,13,guided2,0,off,,Mistral,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,62,69,49.2,1.2
961b7868f157,mistralai/mistral-small-2603,Mistral Small 2603,open,base,pharmacology,7,guided2,0,off,,Mistral,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,35,11,11.5,1.2
e4cd3fccc0d7,google/gemini-3.8-flash,Gemini 3.8 Flash,commercial,base,pathology,2,guided2,0,off,,Google AI Studio,3984,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,68,34,36.5,1.2
fe9016ca923b,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,open,flagship,internal_medicine,11,guided2,0,off,,GMICloud,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,D,103,14,15.8,1.2
9493147ac650,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,commercial,flagship,pathology,3,guided2,0,off,,Google,1465,0.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,C,113,27,16.5,1.2
c48133ce4b0a,qwen/qwen3.8-max-0902,Qwen 3.8 Max,commercial,flagship,pathology,19,guided2,0,off,,Alibaba,8413,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,59,50,42.5,1.2
b0911ab9d551,openai/gpt-6-astra,GPT-6 Astra,commercial,flagship,psychiatry,5,guided2,0,off,,OpenAI,399,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,73,39,51.2,1.2
91e51f802e49,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,surgery,8,guided2,0,off,,DeepInfra,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,56,29,24.8,1.2
f7b2dc61465d,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,pathology,17,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,53,22,24,1.2
ee837febe922,mistralai/mistral-small-2603,Mistral Small 2603,open,base,neurology,8,guided2,0,off,,Mistral,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,A,57,18,23.8,1.2
82d67871c66a,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,obstetrics_gynecology,24,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,61,36,32.2,1.2
49fadd1ef6f1,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,commercial,flagship,pharmacology,1,guided2,0,off,,Google,2541,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,90,17,18.8,1.2
17abec73fb6c,openai/gpt-6-astra,GPT-6 Astra,commercial,flagship,psychiatry,9,guided2,0,off,,OpenAI,256,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,84,18,26.2,1.2
6e92862c6818,x-ai/grok-4.6,Grok 4.6,commercial,flagship,neurology,14,guided2,0,off,,xAI,6198,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,63,28,31.8,1.2
58a4676177c1,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,neurology,24,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,74,83,67.2,1.2
8db8caa445a3,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,commercial,flagship,psychiatry,9,guided2,0,off,,Google,1606,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,93,18,22.2,1.2
039038d93eb1,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,psychiatry,22,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,69,25,33.2,1.2
91a762cbc2c5,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,pediatrics,17,guided2,0,off,,DeepInfra,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,47,19,27.2,1.2
c656bccb29d5,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,surgery,12,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,71,38,29.2,1.2
2da99e725f4c,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,obstetrics_gynecology,11,guided2,0,off,,Claude Platform on AWS,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,69,29,25.2,1.2
d6751f8dee11,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,psychiatry,21,guided2,0,off,,SiliconFlow,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,87,38,46.8,1.2
bc6d9f658390,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,surgery,12,guided2,0,off,,Claude Platform on AWS,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,E,68,56,51.8,1.2
b5c2b5c7df93,x-ai/grok-4.6,Grok 4.6,commercial,flagship,neurology,5,guided2,0,off,,xAI,4259,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,44,39,33.2,1.2
f9b613b2310c,openai/gpt-5.6-terra,GPT-5.6 Terra,commercial,base,psychiatry,8,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,57,22,13.8,1.2
23d6e098cbc7,qwen/qwen3.8-max-0902,Qwen 3.8 Max,commercial,flagship,pharmacology,4,guided2,0,off,,Alibaba,9742,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,76,46,33.5,1.2
f620d0fa2550,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,pathology,3,guided2,0,off,,SiliconFlow,0,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,A,88,128,97.8,1.2
db0b5a2283f0,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,internal_medicine,6,guided2,0,off,,Claude Platform on AWS,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,66,16,17.5,1.2
c6c89ddfa77a,google/gemini-3.8-flash,Gemini 3.8 Flash,commercial,base,pathology,13,guided2,0,off,,Google AI Studio,1296,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,B,85,25,26.8,1.2
6a3b7397e736,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,open,flagship,internal_medicine,17,guided2,0,off,,GMICloud,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,68,48,35.5,1.2
372743b280e8,anthropic/claude-opus-5,Claude Opus 5,commercial,flagship,obstetrics_gynecology,4,guided2,0,off,,Claude Platform on AWS,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,141,36,50,1.2
b6b4b13ee0bc,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,obstetrics_gynecology,5,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,A,61,120,66.8,1.2
c19a11a5cc2f,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,pediatrics,7,guided2,0,off,,Claude Platform on AWS,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,69,23,35,1.2
4a2edeebc03c,google/gemini-3.8-flash,Gemini 3.8 Flash,commercial,base,psychiatry,19,guided2,0,off,,Google AI Studio,700,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,119,24,31.5,1.2
0e8b937febe9,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,obstetrics_gynecology,4,guided2,0,off,,Claude Platform on AWS,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,65,32,45.2,1.2
6db7b3638c26,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,neurology,8,guided2,0,off,,DeepInfra,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,A,80,18,24.2,1.2
d92741b9b025,google/gemini-3.8-flash,Gemini 3.8 Flash,commercial,base,pediatrics,18,guided2,0,off,,Google AI Studio,3714,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,100,35,26.2,1.2
38fcda749ab5,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,obstetrics_gynecology,16,guided2,0,off,,SiliconFlow,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,A,83,46,44,1.2
bdca8f0443c4,openai/gpt-6-astra,GPT-6 Astra,commercial,flagship,internal_medicine,23,guided2,0,off,,OpenAI,300,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,81,10,12,1.2
b1a0405faff2,openai/gpt-6-astra,GPT-6 Astra,commercial,flagship,pediatrics,22,guided2,0,off,,OpenAI,462,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,58,33,45.8,1.2
7914f85e04be,x-ai/grok-4.6,Grok 4.6,commercial,flagship,pharmacology,9,guided2,0,off,,xAI,1817,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,41,8,11,1.2
95863badde6a,qwen/qwen3.8-max-0902,Qwen 3.8 Max,commercial,flagship,pathology,15,guided2,0,off,,Alibaba,9284,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,66,28,22.5,1.2
ea66d771e428,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,commercial,flagship,obstetrics_gynecology,13,guided2,0,off,,Google,2900,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,E,94,11,12,1.2
c9007510edd3,google/gemini-3.8-flash,Gemini 3.8 Flash,commercial,base,surgery,2,guided2,0,off,,Google AI Studio,1675,0.7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,5,B,120,63,28.8,1.2
f07b24504a28,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,psychiatry,24,guided2,0,off,,DeepInfra,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,83,15,9.2,1.2
0742e9fe1d01,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,open,flagship,psychiatry,1,guided2,0,off,,GMICloud,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,69,11,9.8,1.2
4de18afec43f,meta-llama/llama-4-maverick,Llama 4 Maverick,open,base,pathology,1,guided2,0,off,,DeepInfra,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,61,20,16.8,1.2
c9b84a448f90,qwen/qwen3.8-max-0902,Qwen 3.8 Max,commercial,flagship,neurology,1,guided2,0,off,,Alibaba,11402,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,A,62,30,25,1.2
be1c1463632d,google/gemini-3.8-flash,Gemini 3.8 Flash,commercial,base,neurology,14,guided2,0,off,,Google,2321,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,D,94,36,30,1.2
2db1a01a21e1,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,pathology,8,guided2,0,off,,DeepInfra,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,76,20,18,1.2
e9cfc9ba8434,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,open,flagship,internal_medicine,4,guided2,0,off,,GMICloud,0,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,A,89,74,41.8,1.2
93a5bb95c7b7,anthropic/claude-fable-5.1,Claude Fable 5.1,commercial,flagship,obstetrics_gynecology,9,guided2,0,off,,Anthropic,1228,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,100,60,57,1.2
273cbfdc3ce9,openai/gpt-5.6-terra,GPT-5.6 Terra,commercial,base,pediatrics,3,guided2,0,off,,OpenAI,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,69,21,21.5,1.2
a8a07077c2e1,x-ai/grok-4.6,Grok 4.6,commercial,flagship,obstetrics_gynecology,15,guided2,0,off,,xAI,2518,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,83,15,20.8,1.2
828499ad80b5,meta-llama/llama-4-maverick,Llama 4 Maverick,open,base,pharmacology,21,guided2,0,off,,DeepInfra,0,0.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,A,20,37,42.5,1.2
