job_id,model_id,model_label,family,tier,specialty,topic_index,condition,rep,reasoning_mode,target_position,provider,reasoning_tokens,negative_stem,none_of_the_above,all_of_the_above,combination_options,fill_in_blank,true_false_stem,longest_option_key,option_length_outlier,absolute_terms,vague_terms,clang_cue,grammatical_cue,nonparallel_options,numeric_not_ordered,numeric_units_inconsistent,overlapping_options,options_not_alphabetical,n_flaws,n_options,key,stem_words,key_chars,mean_distractor_chars
002ebfb7e1a1,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,internal_medicine,1,plain,0,on,,SiliconFlow,2447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,C,95,16,25.8
fd63596d3a27,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,internal_medicine,0,guided,0,on,,OpenAI,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,76,6,6.5
24ce9c5df0f7,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,internal_medicine,1,plain,0,on,,OpenAI,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,72,79,73
36dfe06f749a,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,internal_medicine,1,guided,0,on,,Claude Platform on AWS,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,108,31,34
3c9ecd15276e,openai/gpt-5.6-terra,GPT-5.6 Terra,commercial,base,internal_medicine,0,plain,0,on,,OpenAI,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,91,29,30
84e6399cd6ca,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,pediatrics,0,guided,0,on,,DeepInfra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,C,64,39,34.5
f58fe8fdf1c2,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,pediatrics,1,plain,0,on,,DeepInfra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,E,75,69,63.2
87b64d43b05a,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,pediatrics,0,guided,0,on,,OpenAI,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,76,43,30
11e24358f9a9,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,pediatrics,0,plain,0,on,,DeepInfra,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,5,C,64,57,28.8
0ba600c6655a,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,internal_medicine,0,guided,0,on,,Claude Platform on AWS,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,107,51,54
2670ff3417df,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,internal_medicine,0,plain,0,on,,OpenAI,516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,91,46,38
1fad6d5c9e21,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,internal_medicine,0,plain,0,on,,DeepInfra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,77,29,27.5
1a6b233ae9b2,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,internal_medicine,0,guided,0,on,,DeepInfra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,88,29,27.5
647ac485a3cb,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,pediatrics,0,plain,0,on,,OpenAI,138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,68,47,32.5
aeb85d7d6c47,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,internal_medicine,1,guided,0,on,,DeepInfra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,A,74,90,86.5
557c46b28d23,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,pediatrics,1,guided,0,on,,DeepInfra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,59,29,31
6cfedfe761ea,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,open,base,internal_medicine,1,plain,0,on,,DeepInfra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,65,115,71.5
153e2ce3b00c,openai/gpt-5.6-terra,GPT-5.6 Terra,commercial,base,pediatrics,0,plain,0,on,,OpenAI,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,D,97,74,56.2
2f5dc9210987,openai/gpt-5.6-terra,GPT-5.6 Terra,commercial,base,internal_medicine,0,guided,0,on,,OpenAI,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,93,57,49.5
bbb15d09ac2a,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,internal_medicine,0,guided,0,on,,SiliconFlow,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,95,12,11.8
910f702149a9,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,internal_medicine,0,plain,0,on,,Claude Platform on AWS,207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,C,123,41,20.2
9445330437b1,openai/gpt-5.6-luna,GPT-5.6 Luna,commercial,base,internal_medicine,1,guided,0,on,,OpenAI,516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,A,76,27,31.2
652fbd28b9a2,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,pediatrics,0,guided,0,on,,SiliconFlow,3554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,D,86,45,25.8
48884ab8c329,anthropic/claude-sonnet-5,Claude Sonnet 5,commercial,base,pediatrics,0,guided,0,on,,Claude Platform on AWS,388,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,5,D,82,51,33.8
73117dcec427,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,pediatrics,1,guided,0,on,,SiliconFlow,4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,94,24,30.2
54e02799c789,qwen/qwen3.6-27b,Qwen 3.6 27B,open,base,internal_medicine,0,plain,0,on,,SiliconFlow,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,C,121,12,22.2
